good-beautiful	6166756	καλὴ	καλός	pharr3	καλός	327
good-beautiful	6168046	ἀγαθὸν	ἀγαθός	pharr3	ἀγαθός	330
good-beautiful	6168206	ἀγαθὴ	ἀγαθός	pharr3	ἀγαθός	331
good-beautiful	6168574	καλῶς	καλός	pharr3	καλός	331
good-beautiful	6168701	ἀγαθὸν	ἀγαθός	pharr3	ἀγαθός	332
good-beautiful	6169148	ἀγαθὸς	ἀγαθός	pharr3	ἀγαθός	333
good-beautiful	6169174	ἀμείνων	ἀγαθός	pharr3	ἀγαθός	333
good-beautiful	6169188	ἀμείνων	ἀγαθός	pharr3	ἀγαθός	333
good-beautiful	6169460	ἀγαθός	ἀγαθός	pharr3	ἀγαθός	334
good-beautiful	6169688	ἀγαθοὶ	ἀγαθός	pharr3	ἀγαθός	334
good-beautiful	6169711	ἀγαθοὺς	ἀγαθός	pharr3	ἀγαθός	334
good-beautiful	6169720	ἀγαθοὶ	ἀγαθός	pharr3	ἀγαθός	334
good-beautiful	6169774	καλλίων	καλός	pharr3	καλός	334
good-beautiful	6169807	ἀγαθοὶ	ἀγαθός	pharr3	ἀγαθός	334
good-beautiful	6169916	ἀγαθὸς	ἀγαθός	pharr3	ἀγαθός	335
good-beautiful	6169964	ἀγαθὸν	ἀγαθός	pharr3	ἀγαθός	335
good-beautiful	6169986	καλῶς	καλός	pharr3	καλός	335
good-beautiful	6170021	βελτίους	ἀγαθός	pharr3	ἀγαθός	335
good-beautiful	6170151	ἀγαθοὶ	ἀγαθός	pharr3	ἀγαθός	335
good-beautiful	6170182	ἀγαθοῦ	ἀγαθός	pharr3	ἀγαθός	335
good-beautiful	6170194	ἀγαθός	ἀγαθός	pharr3	ἀγαθός	335
good-beautiful	6171017	βελτίω	ἀγαθός	pharr3	ἀγαθός	337
good-beautiful	6171132	βέλτιστε	ἀγαθός	pharr3	ἀγαθός	338
good-beautiful	6171475	ἄριστε	ἀγαθός	pharr3	ἀγαθός	338
good-beautiful	6171580	βέλτιστε	ἀγαθός	pharr3	ἀγαθός	339
good-beautiful	6171874	βέλτιον	ἀγαθός	pharr3	ἀγαθός	339
good-beautiful	6171889	βελτίστου	ἀγαθός	pharr3	ἀγαθός	339
good-beautiful	6172417	βέλτιστον	ἀγαθός	pharr3	ἀγαθός	341
good-beautiful	6173369	ἀγαθὸν	ἀγαθός	pharr3	ἀγαθός	343
good-beautiful	6173384	ἀγαθὸν	ἀγαθός	pharr3	ἀγαθός	343
good-beautiful	6173460	ἀγαθὸν	ἀγαθός	pharr3	ἀγαθός	343
good-beautiful	6174022	βέλτιον	ἀγαθός	pharr3	ἀγαθός	344
good-beautiful	6174032	ὠγαθέ	ἀγαθός	pharr3	ἀγαθός	345
good-beautiful	6174083	ὠγαθέ	ἀγαθός	pharr3	ἀγαθός	345
good-beautiful	6174253	βέλτιστον	ἀγαθός	pharr3	ἀγαθός	345
good-beautiful	6174296	βέλτιστον	ἀγαθός	pharr3	ἀγαθός	345
good-beautiful	6174305	βελτίστη	ἀγαθός	pharr3	ἀγαθός	345
good-beautiful	6174338	βέλτιστον	ἀγαθός	pharr3	ἀγαθός	345
good-beautiful	6174823	καλῶς	καλός	pharr3	καλός	347
good-beautiful	6174830	βέλτιστον	ἀγαθός	pharr3	ἀγαθός	347
good-beautiful	6174904	βελτίστων	ἀγαθός	pharr3	ἀγαθός	347
good-beautiful	6174957	ἀγαθοὶ	ἀγαθός	pharr3	ἀγαθός	347
good-beautiful	6175056	ἀγαθόν	ἀγαθός	pharr3	ἀγαθός	347
good-beautiful	6175073	βελτίοσιν	ἀγαθός	pharr3	ἀγαθός	347
good-beautiful	6175082	ἀγαθῶν	ἀγαθός	pharr3	ἀγαθός	347
good-beautiful	6175221	ἀγαθὰ	ἀγαθός	pharr3	ἀγαθός	348
good-beautiful	6175276	ἀγαθὰ	ἀγαθός	pharr3	ἀγαθός	348
good-beautiful	6175293	ἀγαθὰ	ἀγαθός	pharr3	ἀγαθός	348
good-beautiful	6175489	ἀγαθοὶ	ἀγαθός	pharr3	ἀγαθός	348
good-beautiful	6175643	καλὸν	καλός	pharr3	καλός	349
good-beautiful	6175943	ἄριστα	ἀγαθός	pharr3	ἀγαθός	349
good-beautiful	6175958	ἀγαθὸς	ἀγαθός	pharr3	ἀγαθός	349
good-beautiful	6175986	ἀγαθῷ	ἀγαθός	pharr3	ἀγαθός	349
good-beautiful	6176016	καλῶς	καλός	pharr3	καλός	349
good-beautiful	6176070	ἀγαθόν	ἀγαθός	pharr3	ἀγαθός	349
good-beautiful	6176096	ἄριστε	ἀγαθός	pharr3	ἀγαθός	349
good-beautiful	6176236	ἀγαθός	ἀγαθός	pharr3	ἀγαθός	350
good-beautiful	6176242	ἀγαθός	ἀγαθός	pharr3	ἀγαθός	350
good-beautiful	6176336	ἀγαθῷ	ἀγαθός	pharr3	ἀγαθός	350
good-beautiful	6176373	ἀγαθός	ἀγαθός	pharr3	ἀγαθός	350
good-beautiful	6176707	ἀρίστη	ἀγαθός	pharr3	ἀγαθός	351
good-beautiful	6176799	καλῶς	καλός	pharr3	καλός	351
good-beautiful	6176918	ἄριστε	ἀγαθός	pharr3	ἀγαθός	351
good-beautiful	6177190	ἀμείνους	ἀγαθός	pharr3	ἀγαθός	352
good-beautiful	6177307	ἄμεινον	ἀγαθός	pharr3	ἀγαθός	352
good-beautiful	6177343	βέλτιον	ἀγαθός	pharr3	ἀγαθός	352
good-beautiful	6177406	ἄριστα	ἀγαθός	pharr3	ἀγαθός	352
good-beautiful	6177473	καλῶς	καλός	pharr3	καλός	353
good-beautiful	6177498	ἄμεινον	ἀγαθός	pharr3	ἀγαθός	353
good-beautiful	6177518	κάλλιστα	καλός	pharr3	καλός	353
good-beautiful	6177623	καλῶς	καλός	pharr3	καλός	353
good-beautiful	6177839	ἀγαθῇ	ἀγαθός	pharr3	ἀγαθός	353
good-beautiful	6177985	καλῶς	καλός	pharr3	καλός	354
good-beautiful	6178175	ἄμεινόν	ἀγαθός	pharr3	ἀγαθός	357
good-beautiful	6178215	ἀγαθόν	ἀγαθός	pharr3	ἀγαθός	357
good-beautiful	6178311	ἀγαθοῦ	ἀγαθός	pharr3	ἀγαθός	357
good-beautiful	6178396	καλλίστῳ	καλός	pharr3	καλός	358
good-beautiful	6178588	ἀγαθόν	ἀγαθός	pharr3	ἀγαθός	358
good-beautiful	6178599	ἀμείνων	ἀγαθός	pharr3	ἀγαθός	358
good-beautiful	6178643	ἄμεινον	ἀγαθός	pharr3	ἀγαθός	358
good-beautiful	6178723	κάλλιστα	καλός	pharr3	καλός	358
good-beautiful	6178754	ἀγαθόν	ἀγαθός	pharr3	ἀγαθός	359
good-beautiful	6178768	ἀγαθῷ	ἀγαθός	pharr3	ἀγαθός	359
good-beautiful	6178837	ἀρίστου	ἀγαθός	pharr3	ἀγαθός	359
good-beautiful	6178867	ἀγαθόν	ἀγαθός	pharr3	ἀγαθός	359
good-beautiful	6178994	ἀγαθόν	ἀγαθός	pharr3	ἀγαθός	359
